file_x,file_y,decision,distance_l2,distance_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1798246260,3746450363_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/85375648,1311909948_align.jpg",Yes,1.4361,-1.4361
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/2358289396,1581814789_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/904925054,2390983517_align.jpg",Yes,0.6953,-0.6953
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/2295771351,4215801322_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/4287083000,3073527614_align.jpg",Yes,0.7018,-0.7018
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/87382657,1567787264_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11469/1185087011,2765876528_align.jpg",Yes,1.2305,-1.2305
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/2983920556,1541811992_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/98327892,3554342019_align.jpg",Yes,0.662,-0.662
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/1707556196,2463758028_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/3314882225,4276619811_align.jpg",Yes,1.4694,-1.4694
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3942960424,4251443539_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3789267885,3902337179_align.jpg",Yes,1.5786,-1.5786
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2260691058,2182893021_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1216643786,1659191870_align.jpg",Yes,0.6534,-0.6534
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/134574779,3119192399_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3753594360,37224174_align.jpg",Yes,1.086,-1.086
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10791/4142037318,2799253679_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10791/743754581,3672832886_align.jpg",Yes,1.3179,-1.3179
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/3514280010,1992518664_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13159/3945280385,96488076_align.jpg",Yes,1.0973,-1.0973
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/1378321881,2722684789_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/468945740,4204495578_align.jpg",Yes,0.8813,-0.8813
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/4058988468,1666307733_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/2204744922,4155629621_align.jpg",Yes,1.1374,-1.1374
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/2609888889,2510125196_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2145/340095919,3199355253_align.jpg",Yes,1.4656,-1.4656
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1304810069,1689902885_align.jpg",/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/21a4462309f790521dd4c1f509f3d7ca7acbd536.jpg_align.jpg,Yes,1.4338,-1.4338
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/852162121,1818973880_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2352995977,2846158451_align.jpg",Yes,1.5789,-1.5789
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/2590103223,1511052891_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6529/3804136345,1881301791_align.jpg",Yes,0.5886,-0.5886
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/4147107141,2213610782_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/2815375551,4024068698_align.jpg",Yes,0.812,-0.812
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/4102023529,1597006143_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/2856159698,291746444_align.jpg",Yes,1.3146,-1.3146
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2829454951,702869740_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2288507684,329053896_align.jpg",Yes,1.5221,-1.5221
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/3446468444,1406988405_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/849498883,1230847451_align.jpg",Yes,0.8739,-0.8739
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/3430730742,1732273603_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/642710652,997000443_align.jpg",Yes,0.9439,-0.9439
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/2809334792,2470891816_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/279531192,3483374858_align.jpg",Yes,1.4544,-1.4544
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/1402905966,2455219422_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7290/2388339581,2608545110_align.jpg",Yes,1.4802,-1.4802
